@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
292,'2018/11/21 10:37:25:584',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5858935,-4409682,-2699063,-2896957,-3291973,-3686990,-4148056,-4608865,-5991801,-6582912,-5990524,-5595765,-5464435,-5464692,-5596022,-5727865,-5860220,-7242638,-8163738,-6912138,-6122625,-5793145,-5596023,-5596023,-5661815,-6121072,-6782091,-7440017,-8294809,-7110032,-6385798,-7174797,-7174795,-6387077,-5793143,-5989998,-7045777,-7111311,-8689567,-7570583,-11516871,-12047071,-12045266,-9877697,-9022129,-9679289,-9943752,-7900824,-7571860,-10859971,-15858428,-10079199,-11785950,-11392734,-11722982,-11064799,-11260896,-8757162,-7572117,-8424343,-15791350,-12639720,-11784154,-10995666,-8297641,-6121580,-6583165,-7440276,-7309204,-4542041,-5791851,-8028295,-7370363,-4869971,-3881530,-2761756,-1116681,-6189439,-7506328,3
293,'2018/11/21 10:37:25:616',7,-5132373,-6121077,-3815999,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3355961,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858935,-4409682,-2699063,-2962493,-3291973,-3686990,-4148056,-4608865,-5991801,-6582912,-5990780,-5595765,-5464435,-5464436,-5596022,-5727866,-5860220,-7242638,-8163738,-6912138,-6122625,-5793145,-5596023,-5596023,-5661815,-6121072,-6782091,-7440017,-8229273,-7110032,-6385798,-7174797,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570840,-11516871,-12047071,-11979730,-9877697,-9022129,-9679289,-9943752,-7900568,-7571860,-10859970,-15858428,-10079455,-11785950,-11392734,-11722981,-11064799,-11260896,-8757162,-7572117,-8424343,-15791350,-12639720,-11784154,-10995666,-8297641,-6121580,-6583165,-7440276,-7308948,-4542041,-5791850,-8028295,-7370107,-4869972,-3881530,-2827292,-1116681,-6254975,-7506327,3
294,'2018/11/21 10:37:25:651',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5858935,-4409682,-2699063,-2896957,-3291973,-3686990,-4148055,-4608865,-5991801,-6582912,-5990524,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242638,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6121072,-6782091,-7440017,-8294809,-7110032,-6385798,-7174797,-7174795,-6387077,-5793144,-5989998,-7045777,-7111311,-8689566,-7570584,-11582407,-12047071,-12045266,-9877697,-9022129,-9679289,-9943753,-7900568,-7571860,-10859971,-15858428,-10079455,-11785950,-11392478,-11722981,-11064799,-11260896,-8757162,-7572117,-8424343,-15791350,-12705256,-11784155,-10995666,-8232105,-6121580,-6583166,-7440276,-7308948,-4542041,-5791850,-8028295,-7370107,-4869971,-3815994,-2827292,-1116681,-6255231,-7506327,3
295,'2018/11/21 10:37:25:683',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4344147,-2633527,-2896957,-3291973,-3686990,-4148055,-4608865,-5991801,-6582912,-5990780,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6122625,-5793145,-5596023,-5596023,-5661815,-6121073,-6782091,-7440017,-8229273,-7110032,-6385798,-7174798,-7174795,-6387077,-5793144,-5989998,-7045777,-7111311,-8689566,-7570584,-11582663,-12046815,-11979730,-9877697,-9022129,-9679289,-9943752,-7900568,-7572116,-10859971,-15858428,-10079199,-11785950,-11392478,-11722981,-11064799,-11260896,-8757162,-7572117,-8424343,-15791350,-12705256,-11784410,-10995666,-8232105,-6121580,-6583166,-7440276,-7308948,-4476505,-5791850,-7962758,-7370107,-4869971,-3815994,-2827292,-1116681,-6189695,-7440791,3
296,'2018/11/21 10:37:25:719',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2633527,-2962493,-3291973,-3686990,-4148055,-4608865,-5991801,-6582912,-5990779,-5595765,-5464435,-5464692,-5596278,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596022,-5661815,-6121073,-6782091,-7440017,-8229273,-7110032,-6385798,-7174798,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689566,-7570584,-11582663,-12046815,-11979730,-9877697,-9087665,-9679033,-9943752,-7900568,-7571860,-10925507,-15923964,-10144991,-11785950,-11392478,-11722981,-11064799,-11260896,-8757162,-7572117,-8424343,-15791349,-12705256,-11784155,-10995666,-8232105,-6121324,-6583166,-7440276,-7308948,-4476505,-5791850,-7962502,-7370107,-4869972,-3815994,-2827291,-1116681,-6189695,-7440791,3
297,'2018/11/21 10:37:25:750',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858419,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2699063,-2962493,-3291973,-3686990,-4213591,-4608865,-5991801,-6582912,-5925243,-5595764,-5464435,-5464692,-5596278,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6782091,-7440017,-8229273,-7110032,-6385798,-7174797,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570840,-11582407,-12046815,-12045266,-9877697,-9022129,-9679032,-9943752,-7900568,-7572116,-10925507,-15923964,-10144735,-11785950,-11392478,-11722981,-11064798,-11326432,-8757162,-7572117,-8424343,-15791349,-12705256,-11784155,-11061202,-8297641,-6121580,-6583422,-7440276,-7309204,-4476505,-5791850,-7962502,-7370107,-4869972,-3815994,-2827292,-1116681,-6189694,-7506327,3
298,'2018/11/21 10:37:25:784',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858935,-4409682,-2633527,-2896957,-3291973,-3686990,-4148055,-4608865,-5991801,-6582912,-5990779,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5727609,-5596023,-5596023,-5661815,-6121328,-6782091,-7440017,-8229273,-7110032,-6385798,-7174797,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689566,-7570584,-11516871,-12046815,-11979730,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10925507,-15923964,-10144991,-11785950,-11392478,-11722981,-11064799,-11326432,-8757162,-7572117,-8424343,-15791349,-12705256,-11718619,-11061202,-8297641,-6121580,-6583422,-7440277,-7309204,-4476505,-5791850,-7962759,-7370363,-4935508,-3815994,-2827291,-1116681,-6189695,-7506327,3
299,'2018/11/21 10:37:25:816',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858419,-3421497,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5858935,-4409682,-2633527,-2896957,-3291973,-3686990,-4148056,-4608865,-5991801,-6582912,-5925243,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6121072,-6782091,-7440017,-8294809,-7110032,-6385798,-7174797,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570584,-11516871,-12047071,-11979730,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10859971,-15923964,-10144991,-11785950,-11392478,-11722981,-11064799,-11326432,-8757162,-7572117,-8424343,-15791349,-12705256,-11718619,-11061202,-8297641,-6121580,-6583422,-7440276,-7309204,-4476505,-5791850,-8028295,-7370363,-4935508,-3815994,-2827036,-1116681,-6189695,-7506327,3
300,'2018/11/21 10:37:25:850',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858419,-3421497,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5858935,-4409682,-2633527,-2896957,-3291973,-3686990,-4148056,-4608865,-5991801,-6582912,-5925243,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6121072,-6782091,-7440017,-8294809,-7110032,-6385798,-7174797,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570584,-11516871,-12047071,-11979730,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10859971,-15923964,-10144991,-11785950,-11392478,-11722981,-11064799,-11326432,-8757162,-7572117,-8424343,-15791349,-12705256,-11718619,-11061202,-8297641,-6121580,-6583422,-7440276,-7309204,-4476505,-5791850,-8028295,-7370363,-4935508,-3815994,-2827036,-1116681,-6189695,-7506327,3
301,'2018/11/21 10:37:25:887',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858419,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4344146,-2633527,-2896957,-3291973,-3686990,-4148056,-4608865,-5991801,-6582912,-5925243,-5595764,-5464435,-5464692,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6122625,-5793145,-5596023,-5596023,-5661815,-6186864,-6782091,-7440017,-8294810,-7110032,-6385798,-7109261,-7174795,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570584,-11516871,-12047071,-11979730,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10859971,-15923964,-10144991,-11785950,-11392478,-11722981,-11064799,-11326432,-8757163,-7572117,-8424343,-15791349,-12705256,-11718619,-11061202,-8297897,-6121580,-6583422,-7440276,-7309204,-4476505,-5791850,-8028295,-7435900,-4935764,-3815994,-2827292,-1116681,-6189695,-7506327,3
302,'2018/11/21 10:37:25:918',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858419,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2699063,-2896957,-3291973,-3686989,-4148055,-4608865,-5991801,-6582912,-5990524,-5595764,-5464435,-5464692,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596022,-5661815,-6121072,-6782091,-7440017,-8294810,-7110032,-6385798,-7109261,-7109003,-6321285,-5858680,-5989998,-7045777,-7111311,-8689567,-7570583,-11516870,-12047071,-11979729,-9877697,-9022129,-9613496,-9943752,-7900824,-7572116,-10859970,-15923964,-10144991,-11785950,-11392478,-11722982,-11064799,-11326432,-8757163,-7572117,-8424343,-15791350,-12705256,-11718619,-11061458,-8297898,-6121581,-6583422,-7440276,-7309204,-4476505,-5791850,-8028295,-7435900,-4935764,-3815994,-2827291,-1116681,-6189694,-7506327,3
303,'2018/11/21 10:37:25:950',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2633527,-2896957,-3291973,-3686989,-4148055,-4608865,-5991801,-6582912,-5925244,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186608,-6782091,-7440017,-8294809,-7110032,-6385798,-7109005,-7109002,-6321285,-5793144,-5989998,-7045777,-7111311,-8689567,-7570583,-11451078,-12047071,-12045265,-9877697,-9022129,-9613496,-9943752,-7900824,-7572116,-10859714,-15858428,-10144991,-11785950,-11392478,-11722982,-11064799,-11326432,-8757163,-7572117,-8424343,-15791349,-12705256,-11718618,-11061458,-8297898,-6121581,-6583422,-7440276,-7309204,-4542041,-5791850,-8028551,-7435900,-4935764,-3815994,-2827291,-1116681,-6189694,-7506327,3
304,'2018/11/21 10:37:25:985',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858935,-4409682,-2633527,-2896957,-3291973,-3686990,-4148055,-4608865,-5926265,-6582912,-5990780,-5595764,-5464435,-5464692,-5596022,-5727865,-5860220,-7242381,-8163738,-6912137,-6122625,-5793145,-5596023,-5596023,-5661815,-6186608,-6782091,-7440017,-8294809,-7110032,-6385798,-7109005,-7109002,-6386821,-5793143,-5989998,-7045777,-7111311,-8689567,-7505048,-11451078,-12112607,-12045265,-9877697,-9022129,-9613496,-9943752,-7900824,-7572116,-10794178,-15923964,-10144991,-11785950,-11392734,-11722982,-11064799,-11326432,-8757163,-7572117,-8424343,-15791350,-12705256,-11718618,-11061458,-8297897,-6121581,-6583422,-7440276,-7309204,-4476505,-5791850,-8028552,-7435900,-4935764,-3815994,-2827036,-1116681,-6189695,-7506327,3
305,'2018/11/21 10:37:26:016',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858935,-4344146,-2699063,-2896957,-3291973,-3686990,-4148055,-4608865,-5926265,-6582912,-5990780,-5595764,-5464435,-5464436,-5596022,-5727866,-5860220,-7242381,-8163738,-6912137,-6122625,-5793145,-5596023,-5596023,-5661815,-6186608,-6782091,-7440017,-8294809,-7110032,-6385798,-7109005,-7109002,-6386821,-5793143,-5989998,-7045777,-7111311,-8689567,-7505047,-11451078,-12112607,-12045266,-9877697,-9022129,-9613496,-9943752,-7900824,-7572116,-10794178,-15923964,-10144991,-11785950,-11392734,-11722982,-11064799,-11326432,-8757163,-7572117,-8424342,-15791350,-12705512,-11718619,-11061458,-8297897,-6121581,-6583166,-7440276,-7309204,-4476505,-5791850,-8028552,-7435900,-4935764,-3815994,-2827036,-1116681,-6189694,-7506327,3
306,'2018/11/21 10:37:26:051',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2633527,-2896957,-3291973,-3686990,-4148055,-4608865,-5991801,-6582912,-5990524,-5595764,-5464435,-5464436,-5596022,-5727866,-5860220,-7242381,-8163738,-6912137,-6122625,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109005,-7109003,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7505047,-11451078,-12112607,-12045266,-9877697,-9022129,-9613496,-9943752,-7900824,-7572116,-10794177,-15923964,-10144991,-11785950,-11392734,-11722982,-11064799,-11326432,-8757162,-7572117,-8358550,-15791349,-12771048,-11718619,-11061458,-8297898,-6121580,-6583166,-7440276,-7309204,-4476505,-5726314,-8028295,-7435899,-4869972,-3815994,-2827036,-1116681,-6189695,-7506328,3
307,'2018/11/21 10:37:26:083',7,-5132373,-6121077,-3815998,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5858935,-4409682,-2633527,-2962493,-3291973,-3686990,-4148055,-4608865,-5991801,-6582912,-5990780,-5595765,-5464435,-5464436,-5596022,-5727866,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109005,-7109003,-6386821,-5793143,-5989998,-7045777,-7111311,-8689567,-7505047,-11451078,-12112607,-12045266,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10794177,-15923964,-10144992,-11785950,-11392734,-11722982,-11064799,-11326432,-8757163,-7572117,-8358550,-15791349,-12771049,-11718619,-11061202,-8297641,-6121580,-6583166,-7440277,-7309204,-4476505,-5791593,-8028295,-7435899,-4935508,-3815994,-2827292,-1116681,-6189695,-7506327,3
308,'2018/11/21 10:37:26:117',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3355961,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5793398,-4409682,-2633527,-2962493,-3291973,-3686990,-4213591,-4608865,-5926265,-6582912,-5925244,-5595764,-5464435,-5464436,-5596022,-5727866,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109005,-7174539,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570584,-11451078,-12112607,-12045266,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10794177,-15923964,-10144991,-11785950,-11392734,-11722982,-11064799,-11326432,-8757163,-7572117,-8358550,-15791349,-12771048,-11718618,-11061202,-8297641,-6121580,-6583166,-7440277,-7308948,-4542041,-5726057,-8028295,-7370363,-4869971,-3815994,-2827036,-1116681,-6189695,-7506328,3
309,'2018/11/21 10:37:26:151',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3355961,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5793398,-4409682,-2633527,-2962493,-3291973,-3686990,-4213591,-4608865,-5926265,-6582912,-5925244,-5595764,-5464435,-5464436,-5596022,-5727866,-5860220,-7242382,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109005,-7174539,-6386821,-5793144,-5989998,-7045777,-7111311,-8689567,-7570584,-11451078,-12112607,-12045266,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10794177,-15923964,-10144991,-11785950,-11392734,-11722982,-11064799,-11326432,-8757163,-7572117,-8358550,-15791349,-12771048,-11718618,-11061202,-8297641,-6121580,-6583166,-7440277,-7308948,-4542041,-5726057,-8028295,-7370363,-4869971,-3815994,-2827036,-1116681,-6189695,-7506328,3
310,'2018/11/21 10:37:26:185',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423813,-6055793,-5858935,-4409682,-2699063,-2962493,-3291973,-3686990,-4148056,-4608865,-5926265,-6582912,-5925244,-5595764,-5464435,-5464436,-5596022,-5727866,-5860220,-7242381,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109005,-7174539,-6386821,-5793144,-5989998,-7045777,-7111311,-8689566,-7570584,-11451078,-12047071,-12045266,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10794177,-15858428,-10144991,-11785950,-11392734,-11722982,-11064799,-11260896,-8757162,-7572117,-8292757,-15725813,-12771049,-11718619,-11061202,-8232105,-6121580,-6583165,-7440276,-7308948,-4476505,-5726057,-7962503,-7370107,-4869971,-3815994,-2827292,-1116681,-6189695,-7506327,3
311,'2018/11/21 10:37:26:218',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858935,-4409682,-2699063,-2962493,-3291973,-3686990,-4148055,-4608865,-5926265,-6582912,-5925244,-5595764,-5464435,-5464436,-5596278,-5727865,-5860220,-7242381,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109005,-7174795,-6386821,-5793144,-5989742,-7045777,-7111311,-8689566,-7505048,-11451078,-12047071,-12045266,-9877697,-9022129,-9679032,-9943752,-7900824,-7572116,-10794177,-15858428,-10144991,-11785950,-11392734,-11722981,-11064799,-11260896,-8757163,-7572117,-8292757,-15725813,-12771049,-11718619,-11061202,-8232104,-6121580,-6583165,-7440277,-7309204,-4476505,-5726057,-7962502,-7370106,-4869971,-3815994,-2827291,-1116681,-6255231,-7506327,3
312,'2018/11/21 10:37:26:253',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055794,-5858935,-4409682,-2699063,-2962493,-3291973,-3686990,-4148055,-4608865,-5926265,-6582912,-5990780,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242381,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8294810,-7110032,-6385798,-7109261,-7174795,-6386821,-5793144,-5989742,-7045777,-7111311,-8689567,-7505047,-11451078,-12047071,-12045266,-9877697,-9022129,-9679032,-9943752,-7900824,-7571860,-10794177,-15858428,-10144991,-11785950,-11392734,-11722981,-11064799,-11260896,-8757162,-7572117,-8292757,-15725557,-12771049,-11718619,-11061202,-8232104,-6121324,-6583165,-7440276,-7309204,-4476505,-5726057,-7962502,-7304570,-4869715,-3815994,-2827291,-1116681,-6255231,-7506327,3
313,'2018/11/21 10:37:26:287',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2699063,-2896957,-3291973,-3686989,-4148056,-4608865,-5926264,-6582912,-5990780,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242381,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8229274,-7110032,-6385798,-7174797,-7174795,-6387078,-5793144,-5989742,-7045777,-7111311,-8689566,-7505047,-11451078,-12047072,-12045266,-9877697,-9022130,-9679032,-9943753,-7900824,-7572116,-10793922,-15923964,-10144991,-11785950,-11392735,-11722981,-11064799,-11260895,-8757162,-7572117,-8292757,-15725557,-12836585,-11718619,-11061202,-8231848,-6121323,-6583165,-7440276,-7309204,-4476505,-5660264,-7896710,-7304314,-4804178,-3815994,-2827035,-1116681,-6255231,-7506327,3
314,'2018/11/21 10:37:26:319',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5593954,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2699063,-2896957,-3291973,-3686989,-4148056,-4608865,-5926264,-6582912,-5990780,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242381,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8229274,-7110032,-6385798,-7174797,-7174795,-6387078,-5793144,-5989742,-7045777,-7111311,-8689566,-7505047,-11451078,-12047072,-12045266,-9877697,-9022130,-9679032,-9943753,-7900824,-7572116,-10793922,-15923964,-10144991,-11785950,-11392735,-11722981,-11064799,-11260895,-8757162,-7572117,-8292757,-15725557,-12836585,-11718619,-11061202,-8231848,-6121323,-6583165,-7440276,-7309204,-4476505,-5660264,-7896710,-7304314,-4804178,-3815994,-2827035,-1116681,-6255231,-7506327,3
315,'2018/11/21 10:37:26:352',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2699063,-2896957,-3291973,-3686989,-4148056,-4608865,-5926265,-6582912,-5925244,-5595764,-5464435,-5464436,-5596022,-5727866,-5860220,-7242381,-8163738,-6912138,-6122625,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8229274,-7110031,-6385798,-7174797,-7174795,-6387078,-5793144,-5989742,-7045777,-7111311,-8689566,-7505047,-11451078,-12047072,-12045266,-9877697,-9087666,-9679032,-9943753,-7900824,-7572116,-10793921,-15923964,-10144991,-11785950,-11392734,-11722981,-11064799,-11260896,-8757162,-7572117,-8292757,-15725556,-12836585,-11718619,-11061202,-8231848,-6121324,-6517629,-7374740,-7309204,-4476505,-5660264,-7896709,-7304314,-4804178,-3815994,-2827036,-1116681,-6255231,-7506327,3
316,'2018/11/21 10:37:26:386',7,-5132373,-6121077,-3750462,-1,-1,-1,-1,-1,-1,-3357761,-5528418,-5858420,-3421497,-1,-1,-1,-1,-1,-1,-3423812,-6055793,-5858934,-4409682,-2633527,-2896957,-3291973,-3686990,-4148056,-4608865,-5926264,-6582912,-5925244,-5595764,-5464435,-5464436,-5596022,-5727865,-5860220,-7242381,-8163738,-6912137,-6188161,-5793145,-5596023,-5596023,-5661815,-6186864,-6716555,-7440017,-8229273,-7110032,-6385798,-7174797,-7174795,-6387078,-5793144,-5989742,-7045777,-7045775,-8689567,-7505048,-11451078,-12047072,-11979730,-9877697,-9087666,-9679289,-9943753,-7900824,-7572116,-10793921,-15923964,-10144991,-11785950,-11392478,-11722981,-11064799,-11260896,-8757162,-7572117,-8292500,-15725556,-12836585,-11718618,-11061202,-8231848,-6121323,-6517629,-7374740,-7308948,-4476505,-5660264,-7896709,-7304313,-4804178,-3815994,-2827036,-1116681,-6255231,-7506328,3
